,ランク,タイトル,週間,合計
0,1,コール オブ デューティ ブラックオプスIV,228775,228775
1,2,スーパーマリオパーティ,63451,206319
2,3,アサシン クリード オデッセイ（限定版含む）,19037,64204
3,4,無双OROCHI 3（限定版含む）,13224,138060
4,5,Minecraft,10402,326018
5,6,Splatoon2 （スプラトゥーン2）（同梱版含む）,8767,2663744
6,7,竜星のヴァルニール（限定版含む）,8652,8652
7,8,マリオカート8 デラックス,8352,1797018
8,9,マーベル スパイダーマン（同梱版含む）,7590,286668
9,10,FIFA19（限定版含む）(PS4),5355,76553
