,ランク,タイトル,週間,合計
0,1,EARTH DEFENSE FORCE： IRON RAIN（アース ディフェンス フォース アイアン レイン）,55573,55573
1,2,Nintendo Labo Toy-Con 04： VR Kit,26634,26634
2,3,ファイナルファンタジーX/X-2 HD リマスター,16839,16839
3,4,スーパードラゴンボールヒーローズ ワールドミッション,14132,85122
4,5,ヨッシークラフトワールド,13197,91672
5,6,大乱闘スマッシュブラザーズ SPECIAL,11346,3018497
6,7,SEKIRO： SHADOWS DIE TWICE,11034,223995
7,8,Minecraft,9123,728968
8,9,New スーパーマリオブラザーズ U デラックス,8447,568545
9,10,マリオカート8 デラックス,7834,2254250
