,ランク,タイトル,週間,合計
0,1,ファイナルファンタジーVII リメイク,702853,702853
1,2,あつまれ どうぶつの森,292876,3324660
2,3,バイオハザード RE：3,34698,224188
3,4,マリオカート8 デラックス,14171,2869272
4,5,ONE PIECE 海賊無双4(PS4),13204,107535
5,6,ONE PIECE 海賊無双4(NSw),11921,90832
6,7,大乱闘スマッシュブラザーズ SPECIAL,11303,3646834
7,8,リングフィット アドベンチャー,9249,762872
8,9,ポケットモンスター ソード・シールド,9037,3562578
9,10,スーパー マリオパーティ,8755,1398898
