,ランク,タイトル,週間,合計
0,1,実況パワフルプロ野球2018(PS4),124831,124831
1,2,実況パワフルプロ野球2018(PSV),58435,58435
2,3,ゴッド・オブ・ウォー（同梱版含む）,29517,75608
3,4,Nintendo Labo Toy-Con 01：Variety Kit,25914,116324
4,5,Splatoon2 （スプラトゥーン2）（同梱版含む）,18664,2267587
5,6,星のカービィ スターアライズ,17950,451439
6,7,うたわれるもの 散りゆく者への子守唄（限定版含む）(PS4),14426,14426
7,8,マリオカート8 デラックス,13191,1497835
8,9,SDガンダム Gジェネレーション ジェネシス for Nintendo Switch,11975,11975
9,10,英雄伝説 閃の軌跡II：改 -The Erebonian Civil War-,11345,11345
