,ランク,タイトル,週間,合計
0,1,スーパードラゴンボールヒーローズ ワールドミッション,70990,70990
1,2,ヨッシークラフトワールド,28468,78475
2,3,SEKIRO： SHADOWS DIE TWICE,18101,212961
3,4,大乱闘スマッシュブラザーズ SPECIAL,14775,3007151
4,5,Minecraft,12278,719845
5,6,New スーパーマリオブラザーズ U デラックス,12111,560098
6,7,マリオカート8 デラックス,9551,2246416
7,8,スプラトゥーン2,8161,3028994
8,9,ゼルダの伝説　ブレス オブ ザ ワイルド,6309,1281348
9,10,スーパー マリオパーティ,6305,991550
