,ランク,タイトル,週間,合計
0,1,龍が如く 極2（限定版含む）,131931,131931
1,2,地球防衛軍5,111075,111075
2,3,ポケットモンスター ウルトラサン／ウルトラムーン,106094,1050168
3,4,スーパーマリオ オデッセイ（同梱版含む）,95816,949470
4,5,Splatoon2 （スプラトゥーン2）（同梱版含む）,50594,1460370
5,6,マリオカート8 デラックス,33315,894553
6,7,仮面ライダー クライマックスファイターズ（限定版含む）,21971,21971
7,8,ゼノブレイド2（限定版含む）,19678,117409
8,9,カービィ バトルデラックス！,19325,47348
9,10,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,14342,682992
