,ランク,タイトル,週間,合計
0,1,ルイージマンション,27370,27370
1,2,コール オブ デューティ ブラックオプスIV,25740,443731
2,3,スーパーマリオパーティ,23333,324685
3,4,レッド・デッド・リデンプション2（限定版、同梱版含む）,16819,184061
4,5,マリオカート8 デラックス,8466,1826744
5,6,Minecraft,7562,357898
6,7,Splatoon2 （スプラトゥーン2）（同梱版含む）,6783,2690893
7,8,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,5706,1153183
8,9,テトリス エフェクト,4372,4372
9,10,スーパーマリオ オデッセイ（限定版、同梱版含む）,3780,1841692
