,ランク,タイトル,週間,合計
0,1,ポケットモンスター Let's Go！ ピカチュウ／イーブイ（同梱版含む）,162467,823707
1,2,バトルフィールド 5,110653,110653
2,3,絶体絶命都市4Plus -Summer Memories-,42272,42272
3,4,シェンムー I＆II（限定版含む）,37529,37529
4,5,スーパーマリオパーティ,24450,370077
5,6,Fallout 76（限定版含む）,11800,85289
6,7,マリオカート8 デラックス,11714,1847777
7,8,Splatoon2 （スプラトゥーン2）（同梱版含む）,10527,2709412
8,9,コール オブ デューティ ブラックオプスIV,10052,470942
9,10,Minecraft,9818,375166
