,ランク,タイトル,週間,合計
0,1,マリオテニス エース,123774,123774
1,2,New ガンダムブレイカー（限定版含む）,63790,63790
2,3,Minecraft(NSW),61764,61764
3,4,Splatoon2 （スプラトゥーン2）（同梱版含む）,14747,2394724
4,5,マリオカート8 デラックス,10296,1593392
5,6,星のカービィ スターアライズ,6720,540392
6,7,フェイト／エクステラ リンク（限定版含む）,6499,99143
7,8,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,6486,1024630
8,9,ドンキーコング トロピカルフリーズ,5595,177123
9,10,スーパーマリオ オデッセイ（同梱版含む）,5136,1751030
