,ランク,タイトル,週間,合計
0,1,アズールレーン クロスウェーブ,33763,33763
1,2,ASTRAL CHAIN（アストラルチェイン）,32236,32236
2,3,スーパーマリオメーカー2,22580,582001
3,4,大乱闘スマッシュブラザーズ SPECIAL,11114,3233205
4,5,マリオカート8 デラックス,9725,2431605
5,6,釣りスピリッツ Nintendo Switchバージョン,9715,144136
6,7,Minecraft,9340,907250
7,8,ファイアーエムブレム 風花雪月,7641,229097
8,9,ポケットモンスター Let’s Go！ ピカチュウ・Let’s Go！ イーブイ,6697,1619353
9,10,スーパーマリオパーティ,5544,1097721
