,ランク,タイトル,週間,合計
0,1,スーパーロボット大戦X（限定版含む）(PS4),89259,89259
1,2,ファー クライ 5,75474,75474
2,3,スーパーロボット大戦X（限定版含む）(PSV),54042,54042
3,4,星のカービィ スターアライズ,50437,357093
4,5,Splatoon2 （スプラトゥーン2）（同梱版含む）,25639,2191686
5,6,シャイニング・レゾナンス リフレイン（限定版含む）,23054,23054
6,7,二ノ国II レヴァナントキングダム（限定版含む）,18851,74865
7,8,名探偵ピカチュウ,15584,57597
8,9,マリオカート8 デラックス,14486,1446986
9,10,モンスターハンター：ワールド（限定版、同梱版含む）,10011,1994226
