,ランク,タイトル,週間,合計
0,1,ファイナルファンタジーXII ザ ゾディアック エイジ,100764,100764
1,2,Hey！ ピクミン,65847,65867
2,3,ガンダムバーサス（限定版含む）,15734,137178
3,4,Ever Oasis 精霊とタネビトの蜃気楼,14325,14325
4,5,マリオカート8 デラックス,11554,575048
5,6,100％パスカル先生 完璧ペイントボンバーズ,9113,9113
6,7,ARMS,8642,170003
7,8,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,7015,537027
8,9,スーパーボンバーマン R,5200,97123
9,10,ポケットモンスター サン／ムーン,4938,3289826
10, ,,,
