,ランク,タイトル,週間,合計
0,1,モンスターハンター：ワールド（限定版、同梱版含む）,159613,1750969
1,2,真・三國無双8（限定版含む）,117495,117495
2,3,ソードアート・オンライン フェイタル・バレット（限定版含む）,75623,75623
3,4,Splatoon2 （スプラトゥーン2）（同梱版含む）,23461,2021028
4,5,ワンダと巨像,21900,21900
5,6,マリオカート8 デラックス,19210,1327107
6,7,マリオ＋ラビッツ キングダムバトル,15755,129815
7,8,ドラゴンボール ファイターズ,14237,82968
8,9,スーパーマリオ オデッセイ（同梱版含む）,13912,1601866
9,10,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,12087,859764
