,ランク,タイトル,週間,合計
0,1,スナックワールド トレジャラーズ ゴールド,35655,35655
1,2,星のカービィ スターアライズ,23695,416108
2,3,Splatoon2 （スプラトゥーン2）（同梱版含む）,18729,2232305
3,4,Death end re;Quest（限定版含む）,15303,15303
4,5,ファー クライ 5,14472,116678
5,6,マリオカート8 デラックス,12415,1473250
6,7,シティーズ：スカイライン PlayStation 4 Edition,11366,11366
7,8,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,6990,954532
8,9,スーパーマリオ オデッセイ（同梱版含む）,6924,1691031
9,10,スーパーロボット大戦X（限定版含む）(PS4),5182,105504
