,ランク,タイトル,週間,合計
0,1,鉄拳7,58736,58736
1,2,聖剣伝説コレクション,29564,29564
2,3,マリオカート8 デラックス,20984,488673
3,4,ツキトモ。-TSUKIUTA. 12 memories-,12763,12763
4,5,モンスターハンターダブルクロス,12263,1502606
5,6,イースVIII -Lacrimosa of DANA-,10201,37942
6,7,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,9666,485687
7,8,死印,7099,7099
8,9,ドラゴンボールヒーローズ アルティメットミッションX,5935,158859
9,10,ウルトラストリートファイターII ザ・ファイナルチャレンジャーズ,4735,21139
