,ランク,タイトル,週間,合計
0,1,キングダム ハーツ III（同梱版含む）,91019,701096
1,2,バイオハザード RE：2（Z Version、限定版含む）,51339,304186
2,3,New スーパーマリオブラザーズ U デラックス,45879,358748
3,4,大乱闘スマッシュブラザーズ SPECIAL（同梱版含む）,35217,2799969
4,5,ポケットモンスター Let's Go！ ピカチュウ／イーブイ（同梱版含む）,21274,1457907
5,6,ネルケと伝説の錬金術士たち ～新たな大地のアトリエ～（限定版含む）(PS4),18679,18679
6,7,スーパーマリオパーティ（同梱版含む）,12181,996084
7,8,マリオカート8 デラックス,11710,2108522
8,9,エースコンバット7 スカイズ・アンノウン（限定版含む）,11444,239322
9,10,Minecraft（同梱版含む）,8250,590289
