,ランク,タイトル,週間,合計
0,1,英雄伝説 閃の軌跡III（限定版含む）,87261,87261
1,2,FIFA18（限定版、同梱版含む）(PS4),55919,55919
2,3,ファイアーエムブレム無双（限定版含む）(NSW),41491,41491
3,4,Splatoon2 （スプラトゥーン2）（同梱版含む）,29704,1190563
4,5,ポッ拳 POKKEN TOURNAMENT DX,23543,76938
5,6,ファイアーエムブレム無双（限定版含む）(3DS),18357,18357
6,7,マリオカート8 デラックス,15098,720741
7,8,FIFA18(NSW),12616,12616
8,9,限界凸城 キャッスルパンツァーズ（限定版含む）,10389,10389
9,10,ウイニングイレブン 2018(PS4),10250,91446
