,ランク,タイトル,週間,合計
0,1,モンスターハンター：ワールド（限定版、同梱版含む）,38617,1928890
1,2,ドラゴンクエストビルダーズ アレフガルドを復活せよ,28430,28430
2,3,Splatoon2 （スプラトゥーン2）（同梱版含む）,21979,2084324
3,4,マリオカート8 デラックス,18828,1382474
4,5,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,12675,896455
5,6,メタルギア サヴァイヴ,12574,43934
6,7,スーパーマリオ オデッセイ（同梱版含む）,11667,1637812
7,8,ポケットモンスター ウルトラサン／ウルトラムーン,9930,1576586
8,9,レインボーシックス シージ アドバンスエディション,8042,8042
9,10,ガールズ＆パンツァー ドリームタンクマッチ（限定版含む）,7537,53948
