,ランク,タイトル,週間,合計
0,1,デビル メイ クライ 5,116202,116202
1,2,大乱闘スマッシュブラザーズ SPECIAL（同梱版含む）,23407,2932439
2,3,New スーパーマリオブラザーズ U デラックス,20101,499543
3,4,マリオカート8 デラックス,12301,2166999
4,5,ポケットモンスター Let's Go！ ピカチュウ／イーブイ（同梱版含む）,11394,1526105
5,6,毛糸のカービィ プラス,10607,10607
6,7,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,9838,1317346
7,8,スーパーマリオパーティ（同梱版含む）,9230,1046789
8,9,Minecraft（同梱版含む）,8350,632871
9,10,Splatoon2 （スプラトゥーン2）（同梱版含む）,7739,2955316
