,ランク,タイトル,週間,合計
0,1,マリオカート8 デラックス,90652,375475
1,2,ドラゴンボールヒーローズ アルティメットミッションX,31271,128365
2,3,モンスターハンターダブルクロス,30338,1451544
3,4,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,21926,442867
4,5,ファイアーエムブレム Echoes もうひとりの英雄王（限定版含む）,14765,169154
5,6,マリオスポーツ スーパースターズ,10975,86477
6,7,プロ野球 ファミスタ クライマックス,10632,69723
7,8,1-2-Switch,9488,205446
8,9,スーパーマリオメーカー for ニンテンドー3DS,8134,1035534
9,10,ニーア オートマタ,7245,320497
