,ランク,タイトル,週間,合計
0,1,ディビジョン2（限定版含む）,63817,63817
1,2,ワンピース ワールドシーカー,51039,51039
2,3,デビル メイ クライ 5,33149,149350
3,4,大乱闘スマッシュブラザーズ SPECIAL（同梱版含む）,20706,2953145
4,5,New スーパーマリオブラザーズ U デラックス,16997,516540
5,6,マリオカート8 デラックス,11288,2178288
6,7,ポケットモンスター Let's Go！ ピカチュウ／イーブイ（同梱版含む）,10112,1536216
7,8,LoveR（ラヴアール）,9985,9985
8,9,JUDGE EYES：死神の遺言,8677,263407
9,10,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,8479,1325825
