,ランク,タイトル,週間,合計
0,1,マリオテニス エース,32697,205614
1,2,Minecraft(NSw),19148,106685
2,3,Splatoon2 （スプラトゥーン2）（同梱版含む）,16362,2427352
3,4,ザンキゼロ(PS4),15541,15541
4,5,マリオカート8 デラックス,12090,1616256
5,6,ザ・クルー2,9740,27325
6,7,ザンキゼロ(PSV),9111,9111
7,8,星のカービィ スターアライズ,6833,553604
8,9,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,6322,1037095
9,10,スーパーマリオ オデッセイ（同梱版含む）,5333,1761421
