,ランク,タイトル,週間,合計
0,1,ポケットモンスター ウルトラサン／ウルトラムーン,107657,944074
1,2,ゼノブレイド2（限定版含む）,97732,97732
2,3,スーパーマリオ オデッセイ（同梱版含む）,61596,853654
3,4,Splatoon2 （スプラトゥーン2）（同梱版含む）,36246,1409776
4,5,カービィ バトルデラックス！,28023,28023
5,6,信長の野望・大志（限定版含む）,27230,27230
6,7,マリオカート8 デラックス,23388,861238
7,8,コール オブ デューティ ワールドウォーII（同梱版含む）,15505,306501
8,9,とびだせ どうぶつの森 amiibo＋,13068,294639
9,10,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,11634,668649
