,ランク,タイトル,週間,合計
0,1,ドンキーコング トロピカルフリーズ,88421,88421
1,2,実況パワフルプロ野球2018(PS4),39430,164260
2,3,Nintendo Labo Toy-Con 01：Variety Kit,32244,148568
3,4,星のカービィ スターアライズ,31377,482816
4,5,Splatoon2 （スプラトゥーン2）（同梱版含む）,29850,2297437
5,6,マリオカート8 デラックス,23983,1521818
6,7,ゴッド・オブ・ウォー（同梱版含む）,16497,92105
7,8,実況パワフルプロ野球2018(PSV),15867,74303
8,9,スナックワールド トレジャラーズ ゴールド,12654,74638
9,10,スーパーマリオ オデッセイ（同梱版含む）,11873,1716639
