,ランク,タイトル,週間,合計
0,1,Days Gone（デイズ・ゴーン）,33876,148195
1,2,大乱闘スマッシュブラザーズ SPECIAL,23756,3066906
2,3,Minecraft,20114,768123
3,4,New スーパーマリオブラザーズ U デラックス,19310,604116
4,5,マリオカート8 デラックス,17723,2287304
5,6,ヨッシークラフトワールド,15275,125146
6,7,ポケットモンスター Let’s Go！ ピカチュウ・Let’s Go！イーブイ,14220,1518658
7,8,スーパー マリオパーティ,13272,1020100
8,9,スプラトゥーン2,12233,3058082
9,10,ゼルダの伝説 ブレス オブ ザ ワイルド,10497,1309237
