,ランク,タイトル,週間,合計
0,1,大乱闘スマッシュブラザーズ SPECIAL,9087,3103248
1,2,Minecraft,8467,799250
2,3,マリオカート8 デラックス,7867,2318053
3,4,ポケットモンスター Let’s Go！ ピカチュウ・Let’s Go！ イーブイ,5912,1541306
4,5,スプラトゥーン2,5512,3078583
5,6,ゼルダの伝説 ブレス オブ ザ ワイルド,4695,1328235
6,7,New スーパーマリオブラザーズ U デラックス,4635,625770
7,8,Days Gone（デイズ・ゴーン）,3807,174815
8,9,ヨッシークラフトワールド,3792,141952
9,10,スーパー マリオパーティ,3553,1035582
