,ランク,タイトル,週間,合計
0,1,Destiny 2,50263,50263
1,2,Splatoon2 （スプラトゥーン2）（同梱版含む）,44981,1101481
2,3,ドラゴンボール ゼノバース2 for Nintendo Switch,24045,24045
3,4,New みんなのGOLF,22488,123207
4,5,ドラゴンクエストXI 過ぎ去りし時を求めて（同梱版含む）(3DS),15993,1709906
5,6,モンスターハンターダブルクロス Nintendo Switch Ver.（同梱版含む）,12811,124207
6,7,マリオカート8 デラックス,10526,683214
7,8,ドラゴンクエストXI 過ぎ去りし時を求めて（同梱版含む）(PS4),9147,1337602
8,9,スナックワールド トレジャラーズ,7079,155149
9,10,この素晴らしい世界に祝福を！ -この欲深いゲームに審判を！-（限定版含む）(PS4),7044,7044
