,ランク,タイトル,週間,合計
0,1,New スーパーマリオブラザーズ U デラックス,166303,166303
1,2,大乱闘スマッシュブラザーズ SPECIAL（同梱版含む）,62580,2676740
2,3,テイルズ オブ ヴェスペリア REMASTER（限定版含む）(PS4),41510,41510
3,4,テイルズ オブ ヴェスペリア REMASTER（限定版含む）(NSw),26588,26588
4,5,ドラゴンクエストビルダーズ2 破壊神シドーとからっぽの島(NSw),19565,199003
5,6,スーパーマリオパーティ（同梱版含む）,19054,955194
6,7,ドラゴンクエストビルダーズ2 破壊神シドーとからっぽの島(PS4),17931,197062
7,8,ポケットモンスター Let's Go！ ピカチュウ／イーブイ（同梱版含む）,15353,1414948
8,9,マリオカート8 デラックス,14991,2070890
9,10,Minecraft（同梱版含む）,12590,562344
