,ランク,タイトル,週間,合計
0,1,DARK SOULS REMASTERED （ダークソウル リマスター）,71739,71739
1,2,Detroit：Become Human（限定版含む）,39548,39548
2,3,ペルソナダンシング オールスター・トリプルパック,27240,27240
3,4,ペルソナダンシング デラックス・ツインプラス,21579,21579
4,5,Splatoon2 （スプラトゥーン2）（同梱版含む）,13473,2336522
5,6,ドンキーコング トロピカルフリーズ,13278,143037
6,7,マリオカート8 デラックス,9221,1551492
7,8,星のカービィ スターアライズ,8686,509308
8,9,ロックマン クラシックス コレクション 1＋2,8093,8093
9,10,ペルソナ5 ダンシング・スターナイト,7876,7876
