,ランク,タイトル,週間,合計
0,1,妖怪ウォッチバスターズ2 秘宝伝説バンバラヤー ソード／マグナム,208540,208540
1,2,スーパーマリオ オデッセイ（同梱版含む）,133180,1082650
2,3,ポケットモンスター ウルトラサン／ウルトラムーン,119005,1169173
3,4,Splatoon2 （スプラトゥーン2）（同梱版含む）,70489,1530859
4,5,マリオカート8 デラックス,50679,945232
5,6,地球防衛軍5,33333,144408
6,7,龍が如く 極2（限定版含む）,26650,158581
7,8,カービィ バトルデラックス！,25180,72528
8,9,デジモンストーリー サイバースルゥース ハッカーズメモリー（限定版含む）(PSV),24636,24636
9,10,デジモンストーリー サイバースルゥース ハッカーズメモリー（限定版含む）(PS4),20890,20890
