,ランク,タイトル,週間,合計
0,1,ARMS,100652,100652
1,2,マリオカート8 デラックス,16822,522091
2,3,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,10200,504726
3,4,モンスターハンターダブルクロス,8638,1521453
4,5,鉄拳7,5407,76603
5,6,イースVIII -Lacrimosa of DANA-,4697,47964
6,7,ドラゴンボールヒーローズ アルティメットミッションX,3598,167050
7,8,グランド・セフト・オートV （4990円版）,3588,349575
8,9,ニーア オートマタ,3198,344841
9,10,ポケットモンスター サン／ムーン,2971,3275414
