,ランク,タイトル,週間,合計
0,1,モンスターハンター：ワールド（限定版、同梱版含む）,85322,1836291
1,2,聖剣伝説2 シークレット オブ マナ(PS4),36042,36042
2,3,Splatoon2 （スプラトゥーン2）（同梱版含む）,21815,2042844
3,4,アイドリッシュセブン Twelve Fantasia！（限定版含む）,21481,21481
4,5,真・三國無双8（限定版含む）,21180,138675
5,6,マリオカート8 デラックス,19280,1346387
6,7,聖剣伝説2 シークレット オブ マナ(PSV),17947,17947
7,8,電脳戦機バーチャロン×とある魔術の禁書目録 とある魔術の電脳戦機（限定版含む）,17938,17938
8,9,ソードアート・オンライン フェイタル・バレット（限定版含む）,12981,88604
9,10,マリオ＋ラビッツ キングダムバトル,12776,142591
