,ランク,タイトル,週間,合計
0,1,龍が如く3,26047,26047
1,2,Splatoon2 （スプラトゥーン2）（同梱版含む）,21630,2532658
2,3,太鼓の達人 Nintendo Switchば～じょん！,21020,140911
3,4,ファイヤープロレスリング ワールド（限定版含む）,20218,20218
4,5,メイド イン ワリオ ゴージャス,19183,50201
5,6,マリオカート8 デラックス,17795,1688546
6,7,Minecraft,17003,186221
7,8,マリオテニス エース,16456,297138
8,9,プロ野球 ファミスタ エボリューション,15671,58517
9,10,バレットガールズ ファンタジア,14396,14396
