,ランク,タイトル,週間,合計
0,1,大乱闘スマッシュブラザーズ SPECIAL,8662,3094161
1,2,Minecraft,7451,790783
2,3,マリオカート8 デラックス,7193,2310186
3,4,スプラトゥーン2,5360,3073071
4,5,New スーパーマリオブラザーズ U デラックス,4658,621135
5,6,ポケットモンスター Let’s Go！ ピカチュウ・Let’s Go！ イーブイ,4647,1535394
6,7,Days Gone（デイズ・ゴーン）,4549,171008
7,8,バイオハザード オリジンズコレクション,4081,4081
8,9,ゼルダの伝説 ブレス オブ ザ ワイルド,4076,1323540
9,10,アサシン クリードIII リマスター,3767,3767
