,ランク,タイトル,週間,合計
0,1,あつまれ どうぶつの森,283913,3895159
1,2,聖剣伝説3 トライアルズ オブ マナ(PS4),80383,80383
2,3,聖剣伝説3 トライアルズ オブ マナ(NSw),70114,70114
3,4,ファイナルファンタジーVII リメイク,65569,839074
4,5,マリオカート8 デラックス,15264,2897849
5,6,リングフィット アドベンチャー,12351,778943
6,7,英雄伝説 零の軌跡：改,10979,10979
7,8,大乱闘スマッシュブラザーズ SPECIAL,9636,3665504
8,9,スーパー マリオパーティ,9377,1416280
9,10,Predator： Hunting Grounds,9172,9172
