,ランク,タイトル,週間,合計
0,1,マリオカート8 デラックス,28781,440696
1,2,モンスターハンターダブルクロス,12643,1479189
2,3,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,10849,465631
3,4,ドラゴンボールヒーローズ アルティメットミッションX,7470,146408
4,5,PREY,7105,7105
5,6,ニーア オートマタ,4740,330293
6,7,ファイアーエムブレム Echoes もうひとりの英雄王（限定版含む）,4400,179268
7,8,ダンガンロンパ1・2 Reload,3880,3880
8,9,DARK SOULS III （ダークソウル III） THE FIRE FADES EDITION,3302,122993
9,10,ゼルダの伝説 ブレス オブ ザ ワイルド,3286,122993
