,ランク,タイトル,週間,合計
0,1,Splatoon2 （スプラトゥーン2）（同梱版含む）,648085,648085
1,2,レイトン ミステリージャーニー カトリーエイルと大富豪の陰謀,70867,70867
2,3,Hey！ ピクミン,21628,87494
3,4,すみっコぐらし ここ、どこなんです？,20883,20883
4,5,ファイナルファンタジーXII ザ ゾディアック エイジ,19049,119813
5,6,マリオカート8 デラックス,12980,588028
6,7,フェイト／エクステラ（限定版含む）,10247,10247
7,8,ARMS,7984,177987
8,9,ガンダムバーサス（限定版含む）,6665,143844
9,10,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,5989,543016
