,ランク,タイトル,週間,合計
0,1,モンスターハンターダブルクロス,848467,848467
1,2,閃乱カグラ PEACH BEACH SPLASH（限定版含む）,53747,53747
2,3,アクセル・ワールド VS ソードアート・オンライン 千年の黄昏(PSV),38653,38653
3,4,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,32115,262977
4,5,アクセル・ワールド VS ソードアート・オンライン 千年の黄昏(PS4),32016,32016
5,6,ゴーストリコン ワイルドランズ,26628,116419
6,7,Horizon Zero Dawn（限定版含む）,18096,169385
7,8,キングダム ハーツ -HD 1.5＋2.5 リミックス-,16161,78931
8,9,1-2-Switch,15456,115737
9,10,ニーア オートマタ,12242,269310
