,ランク,タイトル,週間,合計
0,1,スーパーマリオメーカー2,35846,490415
1,2,釣りスピリッツ Nintendo Switchバージョン,22803,94427
2,3,ファイアーエムブレム 風花雪月,19616,198550
3,4,大乱闘スマッシュブラザーズ SPECIAL,11877,3197298
4,5,ソードアート・オンライン フェイタル・バレット COMPLETE EDITION for Nintendo Switch,11770,11770
5,6,マリオカート8 デラックス,9882,2399290
6,7,Minecraft,8919,876162
7,8,プロ野球スピリッツ2019(PS4),8657,225551
8,9,ポケットモンスター Let’s Go！ ピカチュウ・Let’s Go！ イーブイ,8019,1598153
9,10,東京2020オリンピック The Official Video Game TM,7632,25368
