,ランク,タイトル,週間,合計
0,1,モンスターハンターダブルクロス Nintendo Switch Ver.（同梱版含む）,84277,84277
1,2,Splatoon2 （スプラトゥーン2）（同梱版含む）,54443,1004180
2,3,ドラゴンクエストXI 過ぎ去りし時を求めて（同梱版含む）(3DS),30146,1671067
3,4,ドラゴンクエストXI 過ぎ去りし時を求めて（同梱版含む）(PS4),22600,1314402
4,5,新次元ゲイム ネプテューヌVII R（限定版含む）,15775,15775
5,6,スナックワールド トレジャラーズ,14764,137972
6,7,マリオカート8 デラックス,13731,660214
7,8,深夜廻（限定版含む）(PSV),8255,8255
8,9,深夜廻（限定版含む）(PS4),8066,8066
9,10,ARMS,5495,209217
