,ランク,タイトル,週間,合計
0,1,大乱闘スマッシュブラザーズ SPECIAL（同梱版含む）,275147,2355186
1,2,スーパーマリオパーティ（同梱版含む）,98682,841037
2,3,ポケットモンスター Let's Go！ ピカチュウ／イーブイ（同梱版含む）,65497,1331287
3,4,マリオカート8 デラックス,41872,2000142
4,5,ドラゴンクエストビルダーズ2 破壊神シドーとからっぽの島(NSw),34589,132262
5,6,Splatoon2 （スプラトゥーン2）（同梱版含む）,30669,2839787
6,7,ドラゴンクエストビルダーズ2 破壊神シドーとからっぽの島(PS4),29877,140161
7,8,JUDGE EYES：死神の遺言,27549,213438
8,9,Minecraft（同梱版含む）,27140,506909
9,10,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,15250,1227293
