,ランク,タイトル,週間,合計
0,1,エースコンバット7 スカイズ・アンノウン（限定版含む）,202379,202379
1,2,New スーパーマリオブラザーズ U デラックス,88840,255143
2,3,大乱闘スマッシュブラザーズ SPECIAL（同梱版含む）,49533,2726273
3,4,龍が如く4 伝説を継ぐもの,18440,18440
4,5,スーパーマリオパーティ（同梱版含む）,16752,971945
5,6,マリオカート8 デラックス,15062,2085952
6,7,ポケットモンスター Let's Go！ ピカチュウ／イーブイ（同梱版含む）,12351,1427298
7,8,ドラゴンクエストビルダーズ2 破壊神シドーとからっぽの島(NSw),11490,210493
8,9,Minecraft（同梱版含む）,11107,573451
9,10,Splatoon2 （スプラトゥーン2）（同梱版含む）,9469,2903350
