,ランク,タイトル,週間,合計
0,1,ヨッシークラフトワールド,50007,50007
1,2,SEKIRO： SHADOWS DIE TWICE,44139,194860
2,3,大乱闘スマッシュブラザーズ SPECIAL,19349,2992376
3,4,New スーパーマリオブラザーズ U デラックス,15238,547987
4,5,Minecraft,13667,707567
5,6,ウイニングポスト9(PS4),12130,12130
6,7,マリオカート8 デラックス,10889,2236865
7,8,スーパーロボット大戦T(PS4),9750,90278
8,9,ポケットモンスター Let’s Go！ ピカチュウ・Let’s Go！イーブイ,9227,1479158
9,10,スプラトゥーン2,8706,3020833
