,ランク,タイトル,週間,合計
0,1,太鼓の達人 Nintendo Switchば～じょん！,69984,69984
1,2,オクトパストラベラー,22438,132550
2,3,Splatoon2 （スプラトゥーン2）（同梱版含む）,21913,2469695
3,4,進め！ キノピオ隊長,20547,62399
4,5,マリオテニス エース,19709,247161
5,6,Minecraft,16265,138051
6,7,マリオカート8 デラックス,13435,1641109
7,8,ポケットモンスター ウルトラサン／ウルトラムーン,7554,1676067
8,9,進め！ キノピオ隊長,7188,21746
9,10,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,7173,1050891
