,ランク,タイトル,週間,合計
0,1,EARTH DEFENSE FORCE： IRON RAIN（アース ディフェンス フォース アイアン レイン）,12923,68496
1,2,ラングリッサーI＆II(PS4),11902,11902
2,3,大乱闘スマッシュブラザーズ SPECIAL,11080,3029577
3,4,Nintendo Labo Toy-Con 04： VR Kit,9074,35708
4,5,ヨッシークラフトワールド,9061,100733
5,6,ラングリッサーI＆II(NSw),9031,9031
6,7,Minecraft,8532,737500
7,8,スーパードラゴンボールヒーローズ ワールドミッション,8161,93283
8,9,SEKIRO： SHADOWS DIE TWICE,7654,231649
9,10,New スーパーマリオブラザーズ U デラックス,7299,575844
