,ランク,タイトル,週間,合計
0,1,Days Gone（デイズ・ゴーン）,114319,114319
1,2,ファイナルファンタジーXII ザ ゾディアック エイジ,20366,20366
2,3,ソードアート・オンライン -ホロウ・リアリゼーション-DELUXE EDITION,17618,17618
3,4,大乱闘スマッシュブラザーズ SPECIAL,13573,3043150
4,5,Minecraft,10509,748009
5,6,Dragon’s Dogma： Dark Arisen（ドラゴンズドグマ：ダークアリズン）,10207,10207
6,7,ヨッシークラフトワールド,9138,109871
7,8,New スーパーマリオブラザーズ U デラックス,8962,584806
8,9,マリオカート8 デラックス,8456,2269581
9,10,Nintendo Labo Toy-Con 04： VR Kit,7467,43175
