,ランク,タイトル,週間,合計
0,1,オクトパストラベラー,110111,110111
1,2,進め！ キノピオ隊長(NSw),41852,41852
2,3,マリオテニス エース,21838,227452
3,4,Splatoon2 （スプラトゥーン2）（同梱版含む）,20430,2447782
4,5,Minecraft(NSw),15101,121785
5,6,進め！ キノピオ隊長(NSw),14558,14558
6,7,マリオカート8 デラックス,11417,1627674
7,8,神獄塔 メアリスケルター2（限定版含む）,10370,10370
8,9,ポケットモンスター ウルトラサン／ウルトラムーン,7145,1668513
9,10,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,6622,1043717
