,ランク,タイトル,週間,合計
0,1,ファイアーエムブレム Echoes もうひとりの英雄王（限定版含む）,131668,131668
1,2,プロ野球 ファミスタ クライマックス,48142,48142
2,3,DARK SOULS III （ダークソウル III） THE FIRE FADES EDITION,33088,33088
3,4,ダンジョントラベラーズ2-2 闇堕ちの乙女とはじまりの書（限定版含む）,27381,27381
4,5,モンスターハンターダブルクロス,27283,1393376
5,6,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,20364,395655
6,7,1-2-Switch,9790,186158
7,8,パラッパラッパー,7649,7649
8,9,みんなでワイワイ！ スペランカー,7447,7447
9,10,マリオスポーツ スーパースターズ,7007,68886
