,ランク,タイトル,週間,合計
0,1,あつまれ どうぶつの森,260357,4155516
1,2,リングフィット アドベンチャー,81649,860592
2,3,ファイナルファンタジーVII リメイク,39485,878559
3,4,聖剣伝説3 トライアルズ オブ マナ(PS4),24067,104450
4,5,マリオカート8 デラックス,20396,2918245
5,6,スーパー マリオパーティ,13920,1430200
6,7,大乱闘スマッシュブラザーズ SPECIAL,13390,3678894
7,8,聖剣伝説3 トライアルズ オブ マナ(NSw),12831,82945
8,9,スプラトゥーン2,12391,3395693
9,10,東北大学加齢医学研究所 川島隆太教授監修 脳を鍛える大人のNintendo Switchトレーニング,9506,211889
