,ランク,タイトル,週間,合計
0,1,マーベル スパイダーマン（同梱版含む）,80832,205986
1,2,シャドウ オブ ザ トゥームレイダー,32172,32172
2,3,Splatoon2 （スプラトゥーン2）（同梱版含む）,14094,2618333
3,4,Minecraft,13479,277745
4,5,Nintendo Labo Toy-Con 03：Drive Kit,11659,11659
5,6,マリオカート8 デラックス,10689,1757864
6,7,NBA 2K19（限定版含む）,9536,13215
7,8,ウイニングイレブン 2019,9466,103695
8,9,コナン アウトキャスト,8528,68757
9,10,UNDERTALE,5990,5990
