,ランク,タイトル,週間,合計
0,1,ドラゴンクエストXI 過ぎ去りし時を求めて（同梱版含む）(3DS),307714,1456601
1,2,ドラゴンクエストXI 過ぎ去りし時を求めて（同梱版含む）(PS4),200798,1151113
2,3,Splatoon2 （スプラトゥーン2）（同梱版含む）,74235,827646
3,4,大逆転裁判2 -成歩堂龍ノ介の覺悟-,69848,69848
4,5,クラッシュ・バンディクー ブッとび3段もり！,30384,30384
5,6,マリオカート8 デラックス,13764,615633
6,7,レイトン ミステリージャーニー カトリーエイルと大富豪の陰謀,12699,108057
7,8,大逆転裁判1＆2 限定版 -成歩堂龍ノ介の冒險と覺悟-,9651,9651
8,9,Hey！ ピクミン,8493,107887
9,10,ARMS,5472,189417
