,ランク,タイトル,週間,合計
0,1,モンスターハンター：ワールド（限定版、同梱版含む）,53982,1890273
1,2,ガールズ＆パンツァー ドリームタンクマッチ（限定版含む）,46411,46411
2,3,メタルギア サヴァイヴ,31359,31359
3,4,閃乱カグラ Burst Re:Newal（限定版含む）,24118,24118
4,5,Splatoon2 （スプラトゥーン2）（同梱版含む）,19501,2062345
5,6,マリオカート8 デラックス,17259,1363646
6,7,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,12252,883780
7,8,スーパーマリオ オデッセイ（同梱版含む）,11639,1626145
8,9,真・三國無双8（限定版含む）,8959,147634
9,10,遙かなる時空の中で Ultimate（限定版含む）,8833,8833
