,ランク,タイトル,週間,合計
0,1,あつまれ どうぶつの森,194942,4350458
1,2,リングフィット アドベンチャー,22740,883332
2,3,ファイナルファンタジーVII リメイク,18549,897108
3,4,マリオカート8 デラックス,17924,2936169
4,5,スプラトゥーン2,13467,3409160
5,6,聖剣伝説3 トライアルズ オブ マナ(PS4),12836,117286
6,7,大乱闘スマッシュブラザーズ SPECIAL,11808,3690702
7,8,スーパー マリオパーティ,10639,1440839
8,9,東北大学加齢医学研究所 川島隆太教授監修 脳を鍛える大人のNintendo Switchトレーニング,10580,222469
9,10,Minecraft,9271,1380939
