,ランク,タイトル,週間,合計
0,1,ドンキーコング トロピカルフリーズ,25886,114307
1,2,実況パワフルプロ野球2018(PS4),15172,179432
2,3,Splatoon2 （スプラトゥーン2）（同梱版含む）,12966,2310403
3,4,マリオカート8 デラックス,10383,1532201
4,5,Nintendo Labo Toy-Con 01：Variety Kit,9818,158385
5,6,星のカービィ スターアライズ,9414,492230
6,7,ゴッド・オブ・ウォー（同梱版含む）,6473,98579
7,8,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,5754,986181
8,9,実況パワフルプロ野球2018(PSV),5580,79882
9,10,スーパーマリオ オデッセイ（同梱版含む）,4597,1721235
