,ランク,タイトル,週間,合計
0,1,スーパーマリオパーティ,142868,142868
1,2,アサシン クリード オデッセイ（限定版含む）,45166,45166
2,3,無双OROCHI 3（限定版含む）,24005,124836
3,4,ロックマン11 運命の歯車！！（限定版含む）(NSw),14650,14650
4,5,FIFA19（限定版含む）(PS4),13426,71197
5,6,マーベル スパイダーマン（同梱版含む）,12276,279078
6,7,ロックマン11 運命の歯車！！（限定版含む）(PS4),12052,12052
7,8,英雄伝説 閃の軌跡IV -The End of Saga-（限定版含む）,12032,97193
8,9,Minecraft,11071,315616
9,10,Splatoon2 （スプラトゥーン2）（同梱版含む）,10381,2654977
