,ランク,タイトル,週間,合計
0,1,あつまれ どうぶつの森,423367,3031784
1,2,バイオハザード RE：3,189490,189490
2,3,ONE PIECE 海賊無双4(PS4),18333,94331
3,4,ONE PIECE 海賊無双4(NSw),17340,78911
4,5,マリオカート8 デラックス,14171,2855101
5,6,大乱闘スマッシュブラザーズ SPECIAL,12257,3635531
6,7,ポケットモンスター ソード・シールド,11017,3553541
7,8,Minecraft,9045,1340884
8,9,ポケモン不思議のダンジョン 救助隊DX,8556,226950
9,10,リングフィット アドベンチャー,8496,753623
