,ランク,タイトル,週間,合計
0,1,星のカービィ スターアライズ,222031,222031
1,2,Splatoon2 （スプラトゥーン2）（同梱版含む）,30471,2136957
2,3,進撃の巨人2（限定版含む）(PS4),28480,28480
3,4,進撃の巨人2（限定版含む）(NSw),22941,22941
4,5,北斗が如く（限定版含む）,20448,143563
5,6,モンスターハンター：ワールド（限定版、同梱版含む）,16614,1970886
6,7,マリオカート8 デラックス,15408,1415211
7,8,進撃の巨人2（限定版含む）(PSV),15261,15261
8,9,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,10434,918501
9,10,スーパーマリオ オデッセイ（同梱版含む）,9076,1657931
