,ランク,タイトル,週間,合計
0,1,JUMP FORCE（ジャンプ フォース）,76894,76894
1,2,キャサリン・フルボディ（限定版含む）,51824,51824
2,3,New スーパーマリオブラザーズ U デラックス,34541,431771
3,4,大乱闘スマッシュブラザーズ SPECIAL（同梱版含む）,29843,2860986
4,5,ファー クライ ニュードーン,26285,26285
5,6,キングダム ハーツ III（同梱版含む）,19265,755810
6,7,メトロ エクソダス,17513,17513
7,8,ポケットモンスター Let's Go！ ピカチュウ／イーブイ（同梱版含む）,15287,1490789
8,9,マリオカート8 デラックス,12249,2133021
9,10,バイオハザード RE：2（Z Version、限定版含む）,11636,338492
