,ランク,タイトル,週間,合計
0,1,モンスターハンターダブルクロス,65672,1322152
1,2,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,23016,354404
2,3,マリオスポーツ スーパースターズ,18765,51181
3,4,1-2-Switch,12418,166319
4,5,レゴ ワールド 目指せマスタービルダー,11578,11578
5,6,無双☆スターズ（限定版含む）,8577,48946
6,7,ゴーストリコン ワイルドランズ,7907,153408
7,8,ポケットモンスター サン／ムーン,6972,3236826
8,9,ニーア オートマタ,6593,294694
9,10,ゼルダの伝説 ブレス オブ ザ ワイルド,6487,95806
