,ランク,タイトル,週間,合計
0,1,Splatoon2 （スプラトゥーン2）（同梱版含む）,117840,1882709
1,2,スーパーマリオ オデッセイ（同梱版含む）,110816,1508148
2,3,マリオカート8 デラックス,82806,1215599
3,4,ポケットモンスター ウルトラサン／ウルトラムーン,69355,1477015
4,5,マリオパーティ100 ミニゲームコレクション,51818,103999
5,6,妖怪ウォッチバスターズ2 秘宝伝説バンバラヤー ソード／マグナム,34565,465985
6,7,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,31761,802811
7,8,ARMS,25374,339328
8,9,1-2-Switch,21104,371033
9,10,地球防衛軍5,19948,201414
