,ランク,タイトル,週間,合計
0,1,コナン アウトキャスト,32117,32117
1,2,僕のヒーローアカデミア One's Justice(NSw),24626,24626
2,3,Minecraft,18234,230404
3,4,Splatoon2 （スプラトゥーン2）（同梱版含む）,16036,2572882
4,5,僕のヒーローアカデミア One's Justice(PS4),16026,16026
5,6,マリオカート8 デラックス,13146,1722038
6,7,太鼓の達人 Nintendo Switchば～じょん！,10829,172849
7,8,メイド イン ワリオ ゴージャス,9067,79410
8,9,マリオテニス エース,8832,324490
9,10,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,7472,1091794
