,ランク,タイトル,週間,合計
0,1,マリオテニス エース,49143,172917
1,2,Minecraft(NSW),25773,87537
2,3,ザ・クルー2,17585,17585
3,4,Splatoon2 （スプラトゥーン2）（同梱版含む）,16266,2410990
4,5,マリオカート8 デラックス,10774,1604166
5,6,New ガンダムブレイカー（限定版含む）,9159,72949
6,7,イースVIII -Lacrimosa of DANA-(NSW),6431,6431
7,8,星のカービィ スターアライズ,6379,546771
8,9,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,6143,1030773
9,10,スーパーマリオ オデッセイ（同梱版含む）,5058,1756088
