,ランク,タイトル,週間,合計
0,1,モンスターハンターダブルクロス,127721,1256480
1,2,無双☆スターズ（限定版含む）,40368,40368
2,3,BLUE REFLECTION 幻に舞う少女の剣（限定版含む）(PS4),34592,34592
3,4,マリオスポーツ スーパースターズ,32416,32416
4,5,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,29307,331387
5,6,無双☆スターズ（限定版含む）,17866,17866
6,7,1-2-Switch,16517,153901
7,8,BLUE REFLECTION 幻に舞う少女の剣（限定版含む）(PSV),13850,13850
8,9,Re:ゼロから始める異世界生活 -DEATH OR KISS-（限定版含む）,11762,11762
9,10,ゴーストリコン ワイルドランズ,11733,145501
