,ランク,タイトル,週間,合計
0,1,Days Gone（デイズ・ゴーン）,11988,160183
1,2,大乱闘スマッシュブラザーズ SPECIAL,10086,3076992
2,3,マリオカート8 デラックス,8431,2295735
3,4,Minecraft,8255,776378
4,5,New スーパーマリオブラザーズ U デラックス,7274,611390
5,6,ポケットモンスター Let’s Go！ ピカチュウ・Let’s Go！イーブイ,6098,1524756
6,7,ゼルダの伝説 ブレス オブ ザ ワイルド,5709,1314946
7,8,ヨッシークラフトワールド,5598,130744
8,9,スプラトゥーン2,5105,3063187
9,10,スーパー マリオパーティ,5037,1025137
